state_name;grade;id;created_at;updated_at;subject;boys;girls;trans_gender;boys_basic_and_below_basic;boys_proficient_and_advance;girls_basic_and_below_basic;girls_proficient_and_advance
Karnataka;3;29;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;56.96748773;58.39175851;0;56.11272063;43.88727937;54.04944389;45.95055611
Karnataka;3;29;2022-05-20T00:01:10;2022-05-20T00:01:10;language;60.82996524;62.67475154;0;62.21338967;37.78661033;59.57987051;40.42012949
Karnataka;3;29;2022-05-20T00:01:10;2022-05-20T00:01:10;math;56.35248833;57.35448218;0;57.90062269;42.09937731;56.21222144;43.78777856
Karnataka;5;66;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;44.7679291;47.50506029;0;73.12425497;26.87574503;69.63968838;30.36031162
Karnataka;5;66;2022-05-20T00:01:11;2022-05-20T00:01:11;language;54.57689324;58.64640462;0;59.48341125;40.51658875;52.08181268;47.91818732
Karnataka;5;66;2022-05-20T00:01:11;2022-05-20T00:01:11;math;43.09847888;44.80938258;0;75.56869872;24.43130128;73.29636913;26.70363087
Karnataka;8;103;2022-05-20T00:01:11;2022-05-20T00:01:11;language;49.33569753;53.73694078;0;73.52335126;26.47664874;67.10095291;32.89904709
Karnataka;8;103;2022-05-20T00:01:11;2022-05-20T00:01:11;math;33.80694305;35.14644364;0;78.51340888;21.48659112;75.55282191;24.44717809
Karnataka;8;103;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;38.77133684;39.44847038;0;74.20686195;25.79313805;73.58405907;26.41594093
Karnataka;8;103;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;38.79202659;40.47221828;0;81.17133459;18.82866541;79.53231978;20.46768022
Karnataka;10;140;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;44.20772;47.359894;0;38.44542;61.55458;30.719597;69.2804
Karnataka;10;140;2022-05-20T00:01:11;2022-05-20T00:01:11;math;31.69715;31.558142;0;77.95743;22.04257;77.17456;22.825438
Karnataka;10;140;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;33.889133;36.340855;0;99.11858;0.8814155;98.88618;1.1138229
Karnataka;10;140;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;34.650658;35.467598;0;92.058876;7.9411263;91.46283;8.537173
Karnataka;10;140;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;37.860622;39.18078;0;85.16086;14.839138;83.98831;16.011688
